incident_id;title;description;severity;module;timestamp_opened;timestamp_resolved;root_cause;resolution_steps;troubleshooting_log_excerpt;issue_type;tags;related_docs;incident_category;module_owner;severity_weight;status
INC-10036;Catalog infra issue ERR_CAT_6188;Catalog instances failing health checks after noisy neighbor on host VM spiking I/O, causing rolling restarts.;P3;Catalog;2025-10-08T15:57:34Z;2025-10-09T06:15:00Z;"Host-level noisy neighbor causing I/O saturation and container restarts.";"[\"Migrate affected containers to other hosts\",\"Engage infra to isolate noisy neighbor\",\"Add node-level IO monitoring\",\"Add placement constraints to scheduler\",\"Document mitigation in DOC-403\"]";"2025-10-08T15:57:34.189Z WARN NodeMonitor ioUtil=99% host=vm-54
2025-10-08T15:57:35.004Z ERROR Container exited with status=137 OOMKilled
2025-10-08T16:10:01.110Z INFO Migration completed";infra;catalog,infra,io;"[\"DOC-403\",\"DOC-404\"]";noisy-neighbor;CatalogOps;0.4;resolved

INC-10037;Shipping data issue ERR_SHI_6881;Shipping calculation returned wrong ETA after time-zone handling update, leading to early/late delivery windows.;P4;Shipping;2025-11-12T00:25:34Z;2025-11-16T05:25:34Z;"Timezone normalization regression in ETA calc after library upgrade.";"[\"Revert timezone library to stable version\",\"Add timezone unit tests\",\"Backfill corrected ETA for affected shipments\",\"Add docs on timezone handling (DOC-801)\",\"Schedule regression test in CI\"]";"2025-11-12T00:25:34.189Z ERROR ETACalculator IncorrectTZException localTz=UTC+5:30
2025-11-12T00:26:01.005Z INFO Library rollback completed
2025-11-12T02:00:01.101Z INFO Backfill ETA completed";data;shipping,data,timezone;"[\"DOC-801\"]";regression;ShippingOps;0.2;resolved

INC-10038;Catalog config issue ERR_CAT_5611;Catalog returned 404s for image assets after CDN rewrite rules changed during deployment.;P2;Catalog;2025-09-14T23:07:34Z;2025-09-15T00:07:34Z;"CDN rewrite rule incorrectly stripping path prefixes for images.";"[\"Revert CDN rewrite rules\",\"Purge CDN cache\",\"Update deployment pipeline to validate CDN rules\",\"Add path-preserving rule in config\",\"Document CDN behavior (DOC-403)\"]";"2025-09-14T23:07:34.189Z ERROR CDN edge returned 404 for /images/product/1234
2025-09-14T23:08:01.005Z INFO Purged CDN cache
2025-09-14T23:20:01.101Z INFO CDN rules validated";config;catalog,config,cdn;"[\"DOC-403\"]";config-drift;CatalogOps;0.7;resolved

INC-10039;Catalog config issue ERR_CAT_6052;Configuration causing cache key collision leading to wrong item details being served.;P3;Catalog;2025-07-08T16:59:34Z;2025-07-15T09:59:34Z;"Cache key scheme used non-unique fields causing collisions across tenants.";"[\"Change cache key to include tenantId\",\"Invalidate existing cache\",\"Add cache key uniqueness tests\",\"Deploy change and monitor collisions\",\"Update DOC-404 runbook\"]";"2025-07-08T16:59:34.189Z WARN Cache collision detected key=product:123 tenant=null
2025-07-08T17:00:01.005Z INFO Updated cache key scheme
2025-07-08T17:30:01.101Z INFO Collision count reduced to 0";config;catalog,config,cache;"[\"DOC-404\",\"DOC-400\"]";cache-collision;CatalogOps;0.4;resolved

INC-10040;Auth infra issue ERR_AUT_6726;Auth service reports degraded performance due to insufficient file descriptors on JVM causing socket accept failures.;P3;Auth;2025-10-13T20:37:34Z;2025-10-14T02:00:00Z;"OS ulimit too low after node provisioning causing socket accept errors at peak.";"[\"Increase ulimit on auth nodes\",\"Restart auth-service processes\",\"Add provisioning step to set ulimit\",\"Add health-check for socket failures\",\"Document provisioning check in DOC-101\"]";"2025-10-13T20:37:34.189Z ERROR ServerSocket accept failed java.net.SocketException: Too many open files
2025-10-13T20:38:01.005Z WARN Connection drops observed
2025-10-13T21:00:01.101Z INFO ulimit increased and services restarted";infra;auth,infra,ulimit;"[\"DOC-101\"]";resource-limit;AuthOps;0.4;resolved

INC-10041;Auth performance issue ERR_AUT_9306;High CPU on auth nodes causing elevated login latency; profiling shows expensive regex in username normalization.;P3;Auth;2025-09-17T23:46:34Z;2025-09-24T17:46:34Z;"Inefficient username normalization regex causing CPU spikes at scale.";"[\"Replace expensive regex with optimized parser\",\"Add rate-limiter on login attempts\",\"Profile and reduce CPU hotspots\",\"Add regression test in CI for normalization speed\",\"Update DOC-102 architecture guidance\"]";"2025-09-17T23:46:34.189Z WARN CPU user=94% pid=1221 process=auth-normalizer
2025-09-17T23:47:05.004Z INFO Applied regex optimization patch
2025-09-18T00:00:01.101Z INFO CPU normalized";performance;auth,performance,regex;"[\"DOC-101\",\"DOC-102\"]";cpu-hotspot;AuthOps;0.4;resolved

INC-10042;Payments performance issue ERR_PAY_8164;Payments settlement delayed due to synchronous ledger writes blocking processing pipeline.;P3;Payments;2025-07-05T15:44:34Z;2025-07-06T12:44:34Z;"Synchronous ledger writes blocking worker pool under settlement bursts.";"[\"Buffer ledger writes asynchronously\",\"Increase worker pool size\",\"Add backpressure to upstream producers\",\"Optimize ledger write path\",\"Add monitoring for ledger write latency\"]";"2025-07-05T15:44:34.189Z WARN SettlementWorker blocked waiting ledger write duration=3200ms
2025-07-05T15:44:35.003Z INFO Buffered ledger writes; drained 1200 entries
2025-07-05T16:00:01.101Z INFO Pipeline resumed normal throughput";performance;payments,performance,ledger;"[\"DOC-200\",\"DOC-201\"]";blocking-call;PaymentsOps;0.4;resolved

INC-10043;Shipping bug issue ERR_SHI_7806;Shipping calculation occasionally used stale courier rates causing incorrect totals.;P4;Shipping;2025-08-27T02:03:34Z;2025-08-31T02:03:34Z;"Rate cache TTL misconfigured and not invalidated leading to stale rates being applied.";"[\"Invalidate and refresh rate cache\",\"Add TTL to cache entries\",\"Add monitoring for rate-calc variance\",\"Add integration test for rate updates\",\"Document cache behavior in DOC-801\"]";"2025-08-27T02:03:34.189Z ERROR RateService returned oldRate effectiveDate=2024-01-01
2025-08-27T02:05:05.004Z INFO Cache refreshed successfully
2025-08-27T03:00:01.101Z INFO Correct totals re-calculated";bug;shipping,bug,cache;"[\"DOC-801\"]";cache-staleness;ShippingOps;0.2;resolved

INC-10044;Orders bug issue ERR_ORD_1728;Orders service throwing transaction serialization errors under high concurrency causing rollback and retry storms.;P2;Orders;2025-09-15T02:49:34Z;2025-09-19T18:49:34Z;"DB transaction isolation conflicts causing serialization failures and retries.";"[\"Adjust transaction isolation or implement optimistic retries\",\"Add idempotency and backoff\",\"Tune DB indices to reduce contention\",\"Add alert for high serialization failures\",\"Document recommended pattern in DOC-303\"]";"2025-09-15T02:49:34.189Z ERROR DB SerializationFailure at order_insert txId=553
2025-09-15T02:50:01.005Z WARN Retry storm detected attempts=4
2025-09-15T03:30:01.101Z INFO Implemented optimistic retry handler";bug;orders,bug,db,tx;"[\"DOC-303\",\"DOC-305\"]";db-contention;OrdersOps;0.7;resolved

INC-10045;Catalog infra issue ERR_CAT_1717;Catalog instances reported high thread-blocking due to expensive image processing in request thread.;P4;Catalog;2025-10-25T02:12:34Z;2025-10-26T06:12:34Z;"Image processing performed inline on request threads causing thread blocking and degraded throughput.";"[\"Offload image processing to async worker pool\",\"Add request timeout\",\"Add circuit-breaker for image service\",\"Refactor image handler to non-blocking API\",\"Update DOC-403 architecture notes\"]";"2025-10-25T02:12:34.189Z WARN ImageProcessor processingTime=2200ms on request-thread
2025-10-25T02:15:05.004Z INFO Offloaded processing to workers
2025-10-25T02:20:01.101Z INFO Throughput restored";infra;catalog,infra,image;"[\"DOC-403\",\"DOC-404\"]";blocking-call;CatalogOps;0.2;resolved

INC-10046;Orders data issue ERR_ORD_4636;Orders event stream missing ordering guarantees causing out-of-order events and inventory mismatches.;P3;Orders;2025-10-07T04:03:34Z;2025-10-09T07:15:00Z;"Message producer occasionally used non-partitioned topic for order updates causing ordering loss.";"[\"Move order-updates to partitioned topic keyed by orderId\",\"Add monotonically-increasing sequence numbers\",\"Replay events to rebuild correct order sequence\",\"Add producer validation in DOC-303\",\"Monitor ordering metrics\"]";"2025-10-07T04:03:34.189Z ERROR StreamProcessor OutOfOrderEvent orderId=ord-990 seq=7 currentSeq=9
2025-10-07T04:05:01.005Z INFO Replayed missing events to restore order
2025-10-07T05:00:01.101Z INFO Ordering metrics normalized";data;orders,data,stream;"[\"DOC-303\",\"DOC-305\"]";event-ordering;OrdersOps;0.4;resolved

INC-10047;Payments config issue ERR_PAY_7801;Payments service returned 429s due to incorrect rate-limit configuration applied to high-throughput endpoints.;P1;Payments;2025-07-06T21:49:34Z;2025-07-10T00:49:34Z;"Global rate-limit set too low for production traffic on critical endpoints.";"[\"Increase rate limit for critical endpoints\",\"Apply differential rate limits per client tier\",\"Add graceful 429 handling and retry headers\",\"Add CI guardrail for rate-limit changes\",\"Document rate-limit policy in DOC-202\"]";"2025-07-06T21:49:34.189Z ERROR RateLimiter exceeded for endpoint=/api/payments/submit client=web-frontend
2025-07-06T21:50:01.005Z WARN Uplift limits and queue bursts
2025-07-06T22:00:01.101Z INFO Rate limits updated";config;payments,config,rate-limit;"[\"DOC-202\",\"DOC-200\"]";rate-limit;PaymentsOps;1.0;resolved

INC-10048;Search config issue ERR_SEA_2540;Search nodes inconsistent analyzer leading to search relevance drift across nodes after partial config promotion.;P3;Search;2025-11-12T02:09:34Z;2025-11-17T04:09:34Z;"Partial promotion of analyzer config without cluster-wide rollout caused inconsistent query behavior.";"[\"Re-promote analyzer config cluster-wide\",\"Add staged rollout with canaries\",\"Add config checksum validation\",\"Patch promotion script to verify all nodes\",\"Document promotion steps in DOC-702\"]";"2025-11-12T02:09:34.189Z WARN ConfigPromoter node=search-4 analyzer=old
2025-11-12T02:10:01.005Z INFO Promotion completed on remaining nodes
2025-11-12T02:30:01.101Z INFO Relevance metrics restored";config;search,config,analyzer;"[\"DOC-702\",\"DOC-701\"]";config-drift;SearchOps;0.4;resolved

INC-10049;Notifications bug issue ERR_NOT_8419;Notifications worker threw serialization exception when sending iOS push payload with unexpected fields.;P4;Notifications;2025-09-30T08:37:34Z;2025-10-03T06:37:34Z;"Payload contract change introduced unexpected field causing serializer failure.";"[\"Make serializer tolerant to unknown fields\",\"Add versioning to payload schema\",\"Re-send failed notifications\",\"Add contract tests in DOC-604\",\"Coordinate with product for schema changes\"]";"2025-09-30T08:37:34.189Z ERROR PushSerializer UnknownFieldException field=promo_code
2025-09-30T08:38:01.005Z INFO Serializer patched and requeued 320 messages
2025-09-30T09:10:01.101Z INFO Delivery resumed";bug;notifications,bug,serializer;"[\"DOC-604\"]";schema-mismatch;NotificationsOps;0.2;resolved

INC-10050;Payments infra issue ERR_PAY_4709;Payments docketing pipeline failed to emit settlement events intermittently due to worker OOMs.;P2;Payments;2025-08-29T06:29:34Z;;"Worker JVM experiencing out-of-memory when processing large settlement batches causing pipeline gaps.";"[\"Increase worker heap and add memory limit guard\",\"Partition large batches into smaller jobs\",\"Add backpressure for upstream producers\",\"Install heap-dump exporter on OOM\",\"Add monitoring for worker memory\"]";"2025-08-29T06:29:34.189Z ERROR SettlementWorker OOMKilled pid=784 heap=2.3GB
2025-08-29T06:30:01.005Z WARN Batch processing halted
2025-08-29T06:45:01.101Z INFO Restarted workers with higher heap";infra;payments,infra,oom;"[\"DOC-200\",\"DOC-201\"]";memory-leak;PaymentsOps;0.7;unresolved
