incident_id,title,description,severity,module,timestamp_opened,timestamp_resolved,resolution_summary,root_cause,troubleshooting_log_excerpt,issue_type,tags
INC-10083,Payments infra issue ERR_PAY_6765,Users reported issues in Payments. failure cache failure endpoint auth Error seen in logs: ERR_PAY_6765.,P3,Payments,2025-07-08 06:23:34,,,Null pointer in microservice.,[2025-07-08 06:23:34.189634] ERR_PAY_6765: Timeout at /api/payments/process,infra,"payments,infra"
INC-10084,Shipping performance issue ERR_SHI_1419,Users reported issues in Shipping. db error connection retry session Error seen in logs: ERR_SHI_1419.,P2,Shipping,2025-07-04 04:09:34,2025-07-10 15:09:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-07-04 04:09:34.189634] ERR_SHI_1419: Timeout at /api/shipping/process,performance,"shipping,performance"
INC-10085,Search data issue ERR_SEA_2865,Users reported issues in Search. connection db db service endpoint Error seen in logs: ERR_SEA_2865.,P2,Search,2025-07-13 15:10:34,2025-07-13 20:10:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-07-13 15:10:34.189634] ERR_SEA_2865: Timeout at /api/search/process,data,"search,data"
INC-10086,Catalog performance issue ERR_CAT_3371,Users reported issues in Catalog. timeout session failure failure service Error seen in logs: ERR_CAT_3371.,P2,Catalog,2025-07-14 09:04:34,,,Null pointer in microservice.,[2025-07-14 09:04:34.189634] ERR_CAT_3371: Timeout at /api/catalog/process,performance,"catalog,performance"
INC-10087,Catalog infra issue ERR_CAT_7166,Users reported issues in Catalog. auth session auth endpoint timeout Error seen in logs: ERR_CAT_7166.,P3,Catalog,2025-08-18 22:36:34,,,Null pointer in microservice.,[2025-08-18 22:36:34.189634] ERR_CAT_7166: Timeout at /api/catalog/process,infra,"catalog,infra"
INC-10088,Auth data issue ERR_AUT_4876,Users reported issues in Auth. endpoint auth connection auth error Error seen in logs: ERR_AUT_4876.,P2,Auth,2025-07-19 09:07:34,2025-07-23 13:07:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-07-19 09:07:34.189634] ERR_AUT_4876: Timeout at /api/auth/process,data,"auth,data"
INC-10089,Notifications bug issue ERR_NOT_6732,Users reported issues in Notifications. retry auth service db cache Error seen in logs: ERR_NOT_6732.,P1,Notifications,2025-10-02 01:50:34,2025-10-02 02:50:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-10-02 01:50:34.189634] ERR_NOT_6732: Timeout at /api/notifications/process,bug,"notifications,bug"
INC-10090,Auth infra issue ERR_AUT_8112,Users reported issues in Auth. retry error auth service error Error seen in logs: ERR_AUT_8112.,P2,Auth,2025-09-21 13:20:34,2025-09-28 20:20:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-09-21 13:20:34.189634] ERR_AUT_8112: Timeout at /api/auth/process,infra,"auth,infra"
INC-10091,Inventory infra issue ERR_INV_8973,Users reported issues in Inventory. timeout cache timeout session timeout Error seen in logs: ERR_INV_8973.,P3,Inventory,2025-10-16 21:43:34,2025-10-20 15:43:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-10-16 21:43:34.189634] ERR_INV_8973: Timeout at /api/inventory/process,infra,"inventory,infra"
INC-10092,Orders infra issue ERR_ORD_2205,Users reported issues in Orders. endpoint error cache service db Error seen in logs: ERR_ORD_2205.,P3,Orders,2025-07-29 12:35:34,2025-08-05 23:35:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-07-29 12:35:34.189634] ERR_ORD_2205: Timeout at /api/orders/process,infra,"orders,infra"
INC-10093,Inventory bug issue ERR_INV_3713,Users reported issues in Inventory. timeout retry connection cache connection Error seen in logs: ERR_INV_3713.,P4,Inventory,2025-10-25 05:41:34,2025-10-31 11:41:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-10-25 05:41:34.189634] ERR_INV_3713: Timeout at /api/inventory/process,bug,"inventory,bug"
INC-10094,Catalog data issue ERR_CAT_7704,Users reported issues in Catalog. cache connection cache failure session Error seen in logs: ERR_CAT_7704.,P3,Catalog,2025-08-06 02:54:34,2025-08-08 17:54:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-08-06 02:54:34.189634] ERR_CAT_7704: Timeout at /api/catalog/process,data,"catalog,data"
INC-10095,Shipping performance issue ERR_SHI_9477,Users reported issues in Shipping. endpoint failure timeout connection failure Error seen in logs: ERR_SHI_9477.,P4,Shipping,2025-10-18 20:25:34,,,Null pointer in microservice.,[2025-10-18 20:25:34.189634] ERR_SHI_9477: Timeout at /api/shipping/process,performance,"shipping,performance"
INC-10096,Search data issue ERR_SEA_5926,Users reported issues in Search. service connection endpoint cache cache Error seen in logs: ERR_SEA_5926.,P3,Search,2025-07-26 19:21:34,2025-08-02 17:21:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-07-26 19:21:34.189634] ERR_SEA_5926: Timeout at /api/search/process,data,"search,data"
INC-10097,Orders config issue ERR_ORD_1054,Users reported issues in Orders. timeout cache endpoint connection error Error seen in logs: ERR_ORD_1054.,P2,Orders,2025-09-29 09:47:34,2025-10-04 13:47:34,Restarted service and cleared cache.,Config drift in container setup.,[2025-09-29 09:47:34.189634] ERR_ORD_1054: Timeout at /api/orders/process,config,"orders,config"
INC-10098,Search infra issue ERR_SEA_8221,Users reported issues in Search. error retry failure failure connection Error seen in logs: ERR_SEA_8221.,P2,Search,2025-08-13 07:51:34,,,Null pointer in microservice.,[2025-08-13 07:51:34.189634] ERR_SEA_8221: Timeout at /api/search/process,infra,"search,infra"
INC-10099,Catalog config issue ERR_CAT_3538,Users reported issues in Catalog. service service retry db retry Error seen in logs: ERR_CAT_3538.,P2,Catalog,2025-08-20 11:07:34,,,Config drift in container setup.,[2025-08-20 11:07:34.189634] ERR_CAT_3538: Timeout at /api/catalog/process,config,"catalog,config"
INC-10100,Notifications config issue ERR_NOT_3198,Users reported issues in Notifications. retry failure failure service timeout Error seen in logs: ERR_NOT_3198.,P2,Notifications,2025-07-04 16:31:34,2025-07-11 09:31:34,Restarted service and cleared cache.,Config drift in container setup.,[2025-07-04 16:31:34.189634] ERR_NOT_3198: Timeout at /api/notifications/process,config,"notifications,config"
INC-10101,Payments performance issue ERR_PAY_5566,Users reported issues in Payments. cache service retry retry db Error seen in logs: ERR_PAY_5566.,P4,Payments,2025-08-30 11:56:34,2025-09-04 21:56:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-08-30 11:56:34.189634] ERR_PAY_5566: Timeout at /api/payments/process,performance,"payments,performance"
INC-10102,Shipping config issue ERR_SHI_2387,Users reported issues in Shipping. endpoint connection auth endpoint session Error seen in logs: ERR_SHI_2387.,P3,Shipping,2025-11-11 20:29:34,2025-11-15 10:29:34,Restarted service and cleared cache.,Config drift in container setup.,[2025-11-11 20:29:34.189634] ERR_SHI_2387: Timeout at /api/shipping/process,config,"shipping,config"
INC-10103,Notifications bug issue ERR_NOT_3573,Users reported issues in Notifications. error endpoint timeout error cache Error seen in logs: ERR_NOT_3573.,P3,Notifications,2025-10-19 06:02:34,,,Null pointer in microservice.,[2025-10-19 06:02:34.189634] ERR_NOT_3573: Timeout at /api/notifications/process,bug,"notifications,bug"
INC-10104,Auth infra issue ERR_AUT_9996,Users reported issues in Auth. session db timeout retry auth Error seen in logs: ERR_AUT_9996.,P2,Auth,2025-08-05 07:34:34,2025-08-13 01:34:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-08-05 07:34:34.189634] ERR_AUT_9996: Timeout at /api/auth/process,infra,"auth,infra"
INC-10105,Catalog config issue ERR_CAT_2622,Users reported issues in Catalog. retry auth db retry session Error seen in logs: ERR_CAT_2622.,P3,Catalog,2025-10-27 04:25:34,2025-11-01 06:25:34,Restarted service and cleared cache.,Config drift in container setup.,[2025-10-27 04:25:34.189634] ERR_CAT_2622: Timeout at /api/catalog/process,config,"catalog,config"
INC-10106,Auth infra issue ERR_AUT_9646,Users reported issues in Auth. auth connection auth retry auth Error seen in logs: ERR_AUT_9646.,P2,Auth,2025-07-03 09:04:34,2025-07-05 14:04:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-07-03 09:04:34.189634] ERR_AUT_9646: Timeout at /api/auth/process,infra,"auth,infra"
INC-10107,Notifications data issue ERR_NOT_5788,Users reported issues in Notifications. service failure auth retry session Error seen in logs: ERR_NOT_5788.,P1,Notifications,2025-07-27 07:10:34,2025-07-29 10:10:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-07-27 07:10:34.189634] ERR_NOT_5788: Timeout at /api/notifications/process,data,"notifications,data"
INC-10108,Shipping data issue ERR_SHI_5150,Users reported issues in Shipping. endpoint db db retry endpoint Error seen in logs: ERR_SHI_5150.,P3,Shipping,2025-10-16 15:15:34,2025-10-18 21:15:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-10-16 15:15:34.189634] ERR_SHI_5150: Timeout at /api/shipping/process,data,"shipping,data"
INC-10109,Auth data issue ERR_AUT_8101,Users reported issues in Auth. session session timeout error auth Error seen in logs: ERR_AUT_8101.,P2,Auth,2025-09-17 16:11:34,2025-09-21 01:11:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-09-17 16:11:34.189634] ERR_AUT_8101: Timeout at /api/auth/process,data,"auth,data"
INC-10110,Payments bug issue ERR_PAY_2639,Users reported issues in Payments. auth error cache failure failure Error seen in logs: ERR_PAY_2639.,P2,Payments,2025-10-23 19:44:34,2025-10-26 08:44:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-10-23 19:44:34.189634] ERR_PAY_2639: Timeout at /api/payments/process,bug,"payments,bug"
INC-10111,Payments data issue ERR_PAY_7667,Users reported issues in Payments. failure retry session session connection Error seen in logs: ERR_PAY_7667.,P3,Payments,2025-11-20 15:39:34,2025-11-24 17:39:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-11-20 15:39:34.189634] ERR_PAY_7667: Timeout at /api/payments/process,data,"payments,data"
INC-10112,Inventory bug issue ERR_INV_2341,Users reported issues in Inventory. endpoint failure endpoint retry connection Error seen in logs: ERR_INV_2341.,P3,Inventory,2025-09-03 16:47:34,2025-09-04 04:47:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-09-03 16:47:34.189634] ERR_INV_2341: Timeout at /api/inventory/process,bug,"inventory,bug"
INC-10113,Search bug issue ERR_SEA_4993,Users reported issues in Search. error auth auth cache connection Error seen in logs: ERR_SEA_4993.,P3,Search,2025-11-07 03:54:34,2025-11-13 02:54:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-11-07 03:54:34.189634] ERR_SEA_4993: Timeout at /api/search/process,bug,"search,bug"
INC-10114,Search config issue ERR_SEA_9820,Users reported issues in Search. cache error failure endpoint timeout Error seen in logs: ERR_SEA_9820.,P3,Search,2025-11-25 14:23:34,,,Config drift in container setup.,[2025-11-25 14:23:34.189634] ERR_SEA_9820: Timeout at /api/search/process,config,"search,config"
INC-10115,Orders config issue ERR_ORD_4042,Users reported issues in Orders. timeout session auth cache connection Error seen in logs: ERR_ORD_4042.,P4,Orders,2025-07-25 11:03:34,2025-08-01 10:03:34,Restarted service and cleared cache.,Config drift in container setup.,[2025-07-25 11:03:34.189634] ERR_ORD_4042: Timeout at /api/orders/process,config,"orders,config"
INC-10116,Notifications infra issue ERR_NOT_1130,Users reported issues in Notifications. retry session endpoint auth cache Error seen in logs: ERR_NOT_1130.,P3,Notifications,2025-07-25 00:36:34,,,Null pointer in microservice.,[2025-07-25 00:36:34.189634] ERR_NOT_1130: Timeout at /api/notifications/process,infra,"notifications,infra"
INC-10117,Search bug issue ERR_SEA_8564,Users reported issues in Search. timeout connection auth timeout cache Error seen in logs: ERR_SEA_8564.,P1,Search,2025-07-31 08:28:34,2025-08-06 17:28:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-07-31 08:28:34.189634] ERR_SEA_8564: Timeout at /api/search/process,bug,"search,bug"
INC-10118,Orders infra issue ERR_ORD_4810,Users reported issues in Orders. session cache service connection retry Error seen in logs: ERR_ORD_4810.,P4,Orders,2025-07-20 20:31:34,,,Null pointer in microservice.,[2025-07-20 20:31:34.189634] ERR_ORD_4810: Timeout at /api/orders/process,infra,"orders,infra"
INC-10119,Catalog data issue ERR_CAT_1920,Users reported issues in Catalog. cache service retry connection connection Error seen in logs: ERR_CAT_1920.,P3,Catalog,2025-08-10 02:47:34,2025-08-16 16:47:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-08-10 02:47:34.189634] ERR_CAT_1920: Timeout at /api/catalog/process,data,"catalog,data"
INC-10120,Orders config issue ERR_ORD_8832,Users reported issues in Orders. connection retry error connection error Error seen in logs: ERR_ORD_8832.,P3,Orders,2025-11-07 01:32:34,2025-11-08 14:32:34,Restarted service and cleared cache.,Config drift in container setup.,[2025-11-07 01:32:34.189634] ERR_ORD_8832: Timeout at /api/orders/process,config,"orders,config"
INC-10121,Shipping infra issue ERR_SHI_5805,Users reported issues in Shipping. cache endpoint endpoint session timeout Error seen in logs: ERR_SHI_5805.,P2,Shipping,2025-07-30 06:42:34,2025-08-06 09:42:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-07-30 06:42:34.189634] ERR_SHI_5805: Timeout at /api/shipping/process,infra,"shipping,infra"
INC-10122,Auth data issue ERR_AUT_6429,Users reported issues in Auth. retry failure auth session timeout Error seen in logs: ERR_AUT_6429.,P3,Auth,2025-11-06 12:35:34,2025-11-10 09:35:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-11-06 12:35:34.189634] ERR_AUT_6429: Timeout at /api/auth/process,data,"auth,data"
INC-10123,Auth bug issue ERR_AUT_2796,Users reported issues in Auth. db cache connection error failure Error seen in logs: ERR_AUT_2796.,P2,Auth,2025-11-07 00:27:34,2025-11-07 05:27:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-11-07 00:27:34.189634] ERR_AUT_2796: Timeout at /api/auth/process,bug,"auth,bug"
INC-10124,Catalog performance issue ERR_CAT_8312,Users reported issues in Catalog. endpoint failure failure db endpoint Error seen in logs: ERR_CAT_8312.,P4,Catalog,2025-10-29 05:07:34,2025-11-05 15:07:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-10-29 05:07:34.189634] ERR_CAT_8312: Timeout at /api/catalog/process,performance,"catalog,performance"
INC-10125,Inventory bug issue ERR_INV_2290,Users reported issues in Inventory. error endpoint failure session error Error seen in logs: ERR_INV_2290.,P3,Inventory,2025-09-09 22:20:34,2025-09-14 00:20:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-09-09 22:20:34.189634] ERR_INV_2290: Timeout at /api/inventory/process,bug,"inventory,bug"
INC-10126,Orders data issue ERR_ORD_1954,Users reported issues in Orders. timeout endpoint db endpoint session Error seen in logs: ERR_ORD_1954.,P4,Orders,2025-09-03 22:58:34,2025-09-05 14:58:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-09-03 22:58:34.189634] ERR_ORD_1954: Timeout at /api/orders/process,data,"orders,data"
INC-10127,Inventory config issue ERR_INV_4020,Users reported issues in Inventory. retry connection timeout endpoint failure Error seen in logs: ERR_INV_4020.,P1,Inventory,2025-09-12 09:33:34,,,Config drift in container setup.,[2025-09-12 09:33:34.189634] ERR_INV_4020: Timeout at /api/inventory/process,config,"inventory,config"
INC-10128,Payments config issue ERR_PAY_5311,Users reported issues in Payments. failure endpoint connection session session Error seen in logs: ERR_PAY_5311.,P3,Payments,2025-08-19 05:20:34,2025-08-20 14:20:34,Restarted service and cleared cache.,Config drift in container setup.,[2025-08-19 05:20:34.189634] ERR_PAY_5311: Timeout at /api/payments/process,config,"payments,config"
INC-10129,Shipping infra issue ERR_SHI_5286,Users reported issues in Shipping. session db cache retry session Error seen in logs: ERR_SHI_5286.,P3,Shipping,2025-11-04 09:09:34,2025-11-11 11:09:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-11-04 09:09:34.189634] ERR_SHI_5286: Timeout at /api/shipping/process,infra,"shipping,infra"
INC-10130,Inventory infra issue ERR_INV_3719,Users reported issues in Inventory. session retry cache timeout service Error seen in logs: ERR_INV_3719.,P4,Inventory,2025-11-06 03:35:34,2025-11-11 21:35:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-11-06 03:35:34.189634] ERR_INV_3719: Timeout at /api/inventory/process,infra,"inventory,infra"
INC-10131,Payments performance issue ERR_PAY_6343,Users reported issues in Payments. session connection error connection endpoint Error seen in logs: ERR_PAY_6343.,P4,Payments,2025-09-02 01:40:34,,,Null pointer in microservice.,[2025-09-02 01:40:34.189634] ERR_PAY_6343: Timeout at /api/payments/process,performance,"payments,performance"
INC-10132,Search performance issue ERR_SEA_6352,Users reported issues in Search. timeout retry db service service Error seen in logs: ERR_SEA_6352.,P2,Search,2025-09-30 03:20:34,,,Null pointer in microservice.,[2025-09-30 03:20:34.189634] ERR_SEA_6352: Timeout at /api/search/process,performance,"search,performance"
INC-10133,Shipping data issue ERR_SHI_9073,Users reported issues in Shipping. db connection db auth endpoint Error seen in logs: ERR_SHI_9073.,P3,Shipping,2025-11-03 07:05:34,2025-11-09 08:05:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-11-03 07:05:34.189634] ERR_SHI_9073: Timeout at /api/shipping/process,data,"shipping,data"
INC-10134,Orders performance issue ERR_ORD_3428,Users reported issues in Orders. cache session connection db failure Error seen in logs: ERR_ORD_3428.,P4,Orders,2025-10-14 03:48:34,2025-10-21 15:48:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-10-14 03:48:34.189634] ERR_ORD_3428: Timeout at /api/orders/process,performance,"orders,performance"
INC-10135,Orders config issue ERR_ORD_9707,Users reported issues in Orders. connection failure error cache cache Error seen in logs: ERR_ORD_9707.,P3,Orders,2025-07-08 13:46:34,2025-07-09 18:46:34,Restarted service and cleared cache.,Config drift in container setup.,[2025-07-08 13:46:34.189634] ERR_ORD_9707: Timeout at /api/orders/process,config,"orders,config"
INC-10136,Inventory data issue ERR_INV_4155,Users reported issues in Inventory. db session session failure connection Error seen in logs: ERR_INV_4155.,P3,Inventory,2025-11-03 20:08:34,,,Null pointer in microservice.,[2025-11-03 20:08:34.189634] ERR_INV_4155: Timeout at /api/inventory/process,data,"inventory,data"
INC-10137,Notifications data issue ERR_NOT_5179,Users reported issues in Notifications. db failure error retry failure Error seen in logs: ERR_NOT_5179.,P2,Notifications,2025-07-23 20:37:34,2025-07-28 01:37:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-07-23 20:37:34.189634] ERR_NOT_5179: Timeout at /api/notifications/process,data,"notifications,data"
INC-10138,Orders data issue ERR_ORD_4056,Users reported issues in Orders. error endpoint timeout session endpoint Error seen in logs: ERR_ORD_4056.,P3,Orders,2025-10-13 07:35:34,2025-10-20 02:35:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-10-13 07:35:34.189634] ERR_ORD_4056: Timeout at /api/orders/process,data,"orders,data"
INC-10139,Catalog bug issue ERR_CAT_2050,Users reported issues in Catalog. timeout service cache failure retry Error seen in logs: ERR_CAT_2050.,P2,Catalog,2025-10-24 17:57:34,2025-10-28 00:57:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-10-24 17:57:34.189634] ERR_CAT_2050: Timeout at /api/catalog/process,bug,"catalog,bug"
INC-10140,Shipping infra issue ERR_SHI_2875,Users reported issues in Shipping. service error db error db Error seen in logs: ERR_SHI_2875.,P4,Shipping,2025-10-10 00:44:34,2025-10-16 09:44:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-10-10 00:44:34.189634] ERR_SHI_2875: Timeout at /api/shipping/process,infra,"shipping,infra"
INC-10141,Notifications config issue ERR_NOT_4788,Users reported issues in Notifications. connection endpoint retry timeout timeout Error seen in logs: ERR_NOT_4788.,P2,Notifications,2025-08-07 08:16:34,2025-08-10 00:16:34,Restarted service and cleared cache.,Config drift in container setup.,[2025-08-07 08:16:34.189634] ERR_NOT_4788: Timeout at /api/notifications/process,config,"notifications,config"
INC-10142,Notifications infra issue ERR_NOT_4496,Users reported issues in Notifications. endpoint session db failure endpoint Error seen in logs: ERR_NOT_4496.,P4,Notifications,2025-10-14 13:57:34,2025-10-18 19:57:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-10-14 13:57:34.189634] ERR_NOT_4496: Timeout at /api/notifications/process,infra,"notifications,infra"
INC-10143,Auth bug issue ERR_AUT_9783,Users reported issues in Auth. db db service connection auth Error seen in logs: ERR_AUT_9783.,P2,Auth,2025-11-04 17:42:34,,,Null pointer in microservice.,[2025-11-04 17:42:34.189634] ERR_AUT_9783: Timeout at /api/auth/process,bug,"auth,bug"
INC-10144,Shipping data issue ERR_SHI_2949,Users reported issues in Shipping. connection service auth db cache Error seen in logs: ERR_SHI_2949.,P1,Shipping,2025-09-23 15:21:34,2025-09-25 00:21:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-09-23 15:21:34.189634] ERR_SHI_2949: Timeout at /api/shipping/process,data,"shipping,data"
INC-10145,Payments config issue ERR_PAY_4041,Users reported issues in Payments. auth cache connection endpoint session Error seen in logs: ERR_PAY_4041.,P4,Payments,2025-08-04 17:42:34,2025-08-10 16:42:34,Restarted service and cleared cache.,Config drift in container setup.,[2025-08-04 17:42:34.189634] ERR_PAY_4041: Timeout at /api/payments/process,config,"payments,config"
INC-10146,Inventory bug issue ERR_INV_1552,Users reported issues in Inventory. timeout endpoint endpoint timeout service Error seen in logs: ERR_INV_1552.,P3,Inventory,2025-09-20 05:53:34,,,Null pointer in microservice.,[2025-09-20 05:53:34.189634] ERR_INV_1552: Timeout at /api/inventory/process,bug,"inventory,bug"
INC-10147,Notifications infra issue ERR_NOT_1021,Users reported issues in Notifications. auth failure error auth session Error seen in logs: ERR_NOT_1021.,P3,Notifications,2025-10-31 11:56:34,2025-11-06 01:56:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-10-31 11:56:34.189634] ERR_NOT_1021: Timeout at /api/notifications/process,infra,"notifications,infra"
INC-10148,Payments data issue ERR_PAY_4638,Users reported issues in Payments. service endpoint cache retry cache Error seen in logs: ERR_PAY_4638.,P1,Payments,2025-09-30 12:33:34,2025-10-05 14:33:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-09-30 12:33:34.189634] ERR_PAY_4638: Timeout at /api/payments/process,data,"payments,data"
INC-10149,Shipping config issue ERR_SHI_5644,Users reported issues in Shipping. endpoint error session failure auth Error seen in logs: ERR_SHI_5644.,P3,Shipping,2025-11-21 00:30:34,2025-11-27 06:30:34,Restarted service and cleared cache.,Config drift in container setup.,[2025-11-21 00:30:34.189634] ERR_SHI_5644: Timeout at /api/shipping/process,config,"shipping,config"
INC-10150,Orders performance issue ERR_ORD_1352,Users reported issues in Orders. cache connection retry auth endpoint Error seen in logs: ERR_ORD_1352.,P3,Orders,2025-07-11 17:50:34,,,Null pointer in microservice.,[2025-07-11 17:50:34.189634] ERR_ORD_1352: Timeout at /api/orders/process,performance,"orders,performance"
INC-10151,Catalog data issue ERR_CAT_7295,Users reported issues in Catalog. timeout connection failure error service Error seen in logs: ERR_CAT_7295.,P3,Catalog,2025-07-18 10:44:34,2025-07-26 06:44:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-07-18 10:44:34.189634] ERR_CAT_7295: Timeout at /api/catalog/process,data,"catalog,data"
INC-10152,Payments data issue ERR_PAY_2394,Users reported issues in Payments. auth db failure timeout endpoint Error seen in logs: ERR_PAY_2394.,P3,Payments,2025-07-30 16:26:34,2025-08-06 12:26:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-07-30 16:26:34.189634] ERR_PAY_2394: Timeout at /api/payments/process,data,"payments,data"
INC-10153,Inventory infra issue ERR_INV_1525,Users reported issues in Inventory. timeout cache retry retry db Error seen in logs: ERR_INV_1525.,P3,Inventory,2025-07-14 06:56:34,2025-07-17 21:56:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-07-14 06:56:34.189634] ERR_INV_1525: Timeout at /api/inventory/process,infra,"inventory,infra"
INC-10154,Inventory data issue ERR_INV_9321,Users reported issues in Inventory. cache db connection session error Error seen in logs: ERR_INV_9321.,P3,Inventory,2025-09-06 16:38:34,2025-09-10 04:38:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-09-06 16:38:34.189634] ERR_INV_9321: Timeout at /api/inventory/process,data,"inventory,data"
INC-10155,Auth infra issue ERR_AUT_8062,Users reported issues in Auth. session auth failure db auth Error seen in logs: ERR_AUT_8062.,P2,Auth,2025-10-08 23:53:34,2025-10-16 15:53:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-10-08 23:53:34.189634] ERR_AUT_8062: Timeout at /api/auth/process,infra,"auth,infra"
INC-10156,Inventory bug issue ERR_INV_8115,Users reported issues in Inventory. connection error db service error Error seen in logs: ERR_INV_8115.,P2,Inventory,2025-10-28 18:33:34,2025-10-29 02:33:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-10-28 18:33:34.189634] ERR_INV_8115: Timeout at /api/inventory/process,bug,"inventory,bug"
INC-10157,Orders performance issue ERR_ORD_3203,Users reported issues in Orders. db session service timeout timeout Error seen in logs: ERR_ORD_3203.,P3,Orders,2025-07-11 05:24:34,2025-07-16 05:24:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-07-11 05:24:34.189634] ERR_ORD_3203: Timeout at /api/orders/process,performance,"orders,performance"
INC-10158,Auth data issue ERR_AUT_7262,Users reported issues in Auth. failure db retry retry session Error seen in logs: ERR_AUT_7262.,P3,Auth,2025-06-30 14:42:34,,,Null pointer in microservice.,[2025-06-30 14:42:34.189634] ERR_AUT_7262: Timeout at /api/auth/process,data,"auth,data"
INC-10159,Inventory infra issue ERR_INV_3740,Users reported issues in Inventory. timeout endpoint session session timeout Error seen in logs: ERR_INV_3740.,P2,Inventory,2025-07-24 00:38:34,2025-07-24 20:38:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-07-24 00:38:34.189634] ERR_INV_3740: Timeout at /api/inventory/process,infra,"inventory,infra"
INC-10160,Auth bug issue ERR_AUT_4249,Users reported issues in Auth. cache db service cache service Error seen in logs: ERR_AUT_4249.,P3,Auth,2025-10-10 03:11:34,2025-10-17 06:11:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-10-10 03:11:34.189634] ERR_AUT_4249: Timeout at /api/auth/process,bug,"auth,bug"
INC-10161,Shipping data issue ERR_SHI_9320,Users reported issues in Shipping. cache endpoint db retry db Error seen in logs: ERR_SHI_9320.,P4,Shipping,2025-10-02 13:03:34,,,Null pointer in microservice.,[2025-10-02 13:03:34.189634] ERR_SHI_9320: Timeout at /api/shipping/process,data,"shipping,data"
INC-10162,Search config issue ERR_SEA_8705,Users reported issues in Search. endpoint endpoint connection session endpoint Error seen in logs: ERR_SEA_8705.,P3,Search,2025-09-25 11:15:34,2025-09-30 05:15:34,Restarted service and cleared cache.,Config drift in container setup.,[2025-09-25 11:15:34.189634] ERR_SEA_8705: Timeout at /api/search/process,config,"search,config"
INC-10163,Auth bug issue ERR_AUT_4124,Users reported issues in Auth. retry error auth timeout timeout Error seen in logs: ERR_AUT_4124.,P3,Auth,2025-09-08 19:37:34,,,Null pointer in microservice.,[2025-09-08 19:37:34.189634] ERR_AUT_4124: Timeout at /api/auth/process,bug,"auth,bug"
INC-10164,Shipping bug issue ERR_SHI_7924,Users reported issues in Shipping. error retry error session service Error seen in logs: ERR_SHI_7924.,P1,Shipping,2025-11-10 12:09:34,2025-11-17 20:09:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-11-10 12:09:34.189634] ERR_SHI_7924: Timeout at /api/shipping/process,bug,"shipping,bug"
